Year,State,District,People,AvgSyllabicCount
1978,Madhya Pradesh,Khargone,18098,2.169
1978,Madhya Pradesh,Mandla,13328,2.009
1978,Madhya Pradesh,Mandsaur,12522,2.273
1978,Madhya Pradesh,Morena,17420,2.352
1978,Madhya Pradesh,Narsinghpur,8587,2.19
1978,Madhya Pradesh,Neemuch,8697,2.31
1978,Madhya Pradesh,Panna,8432,2.181
1978,Madhya Pradesh,Raisen,18313,2.336
1978,Madhya Pradesh,Rajgarh,20136,2.255
1978,Madhya Pradesh,Ratlam,13901,2.293
1978,Madhya Pradesh,Rewa,25309,2.414
1978,Madhya Pradesh,Sagar,26756,2.315
1978,Madhya Pradesh,Satna,17449,2.036
1978,Madhya Pradesh,Sehore,18380,2.318
1978,Madhya Pradesh,Seoni,13878,2.205
1978,Madhya Pradesh,Shahdol,13179,2.221
1978,Madhya Pradesh,Shajapur,4896,2.405
1978,Madhya Pradesh,Sheopur,5989,2.367
1978,Madhya Pradesh,Shivpuri,25721,2.249
1978,Madhya Pradesh,Sidhi,16814,2.599
1978,Madhya Pradesh,Singrauli,13083,2.619
1978,Madhya Pradesh,Tikamgarh,17690,2.319
1978,Madhya Pradesh,Ujjain,17910,2.4
1978,Madhya Pradesh,Umaria,6928,2.082
1978,Madhya Pradesh,Vidisha,18894,2.136
1978,Manipur,Bishnupur,3318,2.544
1978,Manipur,Chandel,559,2.528
1978,Manipur,Churachandpur,3994,2.701
1978,Manipur,Imphal East,5826,2.622
1978,Manipur,Imphal West,6823,2.563
1978,Manipur,Kamjong,242,2.475
1978,Manipur,Kangpokpi,2077,2.53
1978,Manipur,Noney,122,2.902
1978,Manipur,Senapati,3743,2.326
1978,Manipur,Tamenglong,1039,3.014
1978,Manipur,Tengnoupal,678,2.49
1978,Manipur,Thoubal,5404,2.558
1978,Manipur,Ukhrul,575,2.53
1978,Meghalaya,East Garo Hills,2322,2.396
1978,Meghalaya,East Jaintia Hills,1249,2.004
1978,Meghalaya,East Khasi Hills,9661,2.492
1978,Meghalaya,North Garo Hills,2569,2.517
1978,Meghalaya,Ri Bhoi,3199,2.332
1978,Meghalaya,South Garo Hills,1453,2.441
1978,Meghalaya,South West Garo Hills,1446,2.504
1978,Meghalaya,South West Khasi Hills,1127,2.653
1978,Meghalaya,West Garo Hills,6119,2.415
1978,Meghalaya,West Jaintia Hills,2535,2.199
1978,Meghalaya,West Khasi Hills,3230,2.577
1978,Mizoram,Aizawl,4186,3.591
1978,Mizoram,Champhai,1449,3.683
1978,Mizoram,Kolasib,767,3.522
1978,Mizoram,Lawngtlai,929,2.948
1978,Mizoram,Lunglei,1041,3.342
1978,Mizoram,Mamit,1185,3.343
1978,Mizoram,Saiha,304,2.957
1978,Mizoram,Serchhip,644,3.674
1978,Nagaland,Dimapur,3424,2.754
1978,Nagaland,Kiphire,1673,2.759
1978,Nagaland,Kohima,2757,2.91
1978,Nagaland,Longleng,611,2.051
1978,Nagaland,Mokokchung,3208,3.627
1978,Nagaland,Mon,2571,1.961
1978,Nagaland,Peren,916,2.704
1978,Nagaland,Phek,2312,2.99
1978,Nagaland,Pughoboto,451,2.82
1978,Nagaland,Tuensang,3417,2.367
1978,Nagaland,Wokha,2079,2.816
1978,Nagaland,Zunheboto,1977,2.878
1978,Puducherry,Karaikal,3739,3.393
1978,Puducherry,Mahe,388,2.582
1978,Puducherry,Puducherry,17392,3.347
1978,Puducherry,Yanam,737,3.052
1978,Uttar Pradesh,Agra,72162,2.484
1978,Uttar Pradesh,Aligarh,41722,2.553
1978,Uttar Pradesh,Allahabad,86626,2.472
1978,Uttar Pradesh,Amethi,21706,2.547
1978,Uttar Pradesh,Auraiyya,19811,2.432
1978,Uttar Pradesh,Badaun,53047,2.541
1978,Uttar Pradesh,Bagpat,14135,2.308
1978,Uttar Pradesh,Banda,36902,2.634
1978,Uttar Pradesh,Barabanki,27119,2.377
1978,Uttar Pradesh,Bareilly,57650,2.329
1978,Uttar Pradesh,Bijnor,40283,2.322
1978,Uttar Pradesh,Bulandshahr,42920,2.424
1978,Uttar Pradesh,Chitrakoot,10973,2.516
1978,Uttar Pradesh,Etah,19797,2.261
1978,Uttar Pradesh,Etawah,22749,2.76
1978,Uttar Pradesh,Faizabad,857,2.47
1978,Uttar Pradesh,Farrukhabad,29504,2.663
1978,Uttar Pradesh,Fatehpur,33398,2.327
1978,Uttar Pradesh,Firozabad,32379,2.409
1978,Uttar Pradesh,Gautam Buddh Nagar,27356,2.252
1978,Uttar Pradesh,Ghaziabad,61620,2.213
1978,Uttar Pradesh,Hamirpur,14776,2.542
1978,Uttar Pradesh,Hardoi,49799,2.279
1978,Uttar Pradesh,Hathras,23829,2.631
1978,Uttar Pradesh,Jalaun,31221,2.484
1978,Uttar Pradesh,Jhansi,33899,2.503
1978,Uttar Pradesh,Kannauj,22410,2.584
1978,Uttar Pradesh,Kanpur Rural,28265,2.391
1978,Uttar Pradesh,Kanpur Urban,70234,2.307
1978,Uttar Pradesh,Kasganj,15792,2.316
1978,Uttar Pradesh,Kaushambi,22292,2.441
1978,Uttar Pradesh,Kheri,47282,2.341
1978,Uttar Pradesh,Lalitpur,11556,2.708
1978,Uttar Pradesh,Lucknow,61118,2.113
1978,Uttar Pradesh,Mahoba,14793,2.544
1978,Uttar Pradesh,Mainpuri,21514,2.301
1978,Uttar Pradesh,Mathura,28075,2.139
1978,Uttar Pradesh,Mau,31,2.612
1978,Uttar Pradesh,Meerut,45976,2.441
1978,Uttar Pradesh,Moradabad,45958,2.337
1978,Uttar Pradesh,Muzaffarnagar,29625,2.624
1978,Uttar Pradesh,Pilibhit,19590,2.41
1978,Uttar Pradesh,Pratapgarh,65523,2.657
1978,Uttar Pradesh,Rae Bareli,39720,2.268
1978,Uttar Pradesh,Rampur,26571,2.449
1978,Uttar Pradesh,Saharanpur,40748,2.489
1978,Uttar Pradesh,Sambhal,27873,2.551
1978,Uttar Pradesh,Shahjahanpur,36274,2.403
1978,Uttar Pradesh,Shamli,15019,2.52
1978,Uttar Pradesh,Sitapur,61277,2.387
1978,Uttar Pradesh,Sultanpur,41434,2.578
1978,Uttar Pradesh,Unnao,41741,2.245
1978,Uttarakhand,Bageshwar,4909,1.921
1978,Uttarakhand,Chamoli,214,2.126
1978,Uttarakhand,Dehradun,26682,2.061
1978,Uttarakhand,Haridwar,20707,2.303
1978,Uttarakhand,Nainital,3985,2.0
1978,Uttarakhand,Pauri Garhwal,9698,2.133
1978,Uttarakhand,Udham Singh Nagar,476,2.076
1978,Uttarakhand,Uttarkashi,5514,2.179
1979,Andaman And Nicobar Islands,Nicobar,659,2.335
1979,Andaman And Nicobar Islands,North And Middle Andaman,1254,2.439
1979,Andaman And Nicobar Islands,South Andaman,2642,2.426
1979,Andhra Pradesh,Anantapur,45015,3.387
1979,Andhra Pradesh,Chittoor,25322,3.084
1979,Andhra Pradesh,East Godavari,78883,3.564
1979,Andhra Pradesh,Guntur,59758,3.314
1979,Andhra Pradesh,Kadapa,44495,3.25
1979,Andhra Pradesh,Krishna,57224,3.23
1979,Andhra Pradesh,Kurnool,43012,3.141
1979,Andhra Pradesh,Nellore,37814,3.242
1979,Andhra Pradesh,Prakasam,36738,3.39
1979,Andhra Pradesh,Srikakulam,32535,3.33
1979,Andhra Pradesh,Visakhapatnam,64421,3.226
1979,Andhra Pradesh,Vizianagaram,27402,3.345
1979,Andhra Pradesh,West Godavari,47074,3.508
1979,Arunachal Pradesh,Anjaw,301,2.631
1979,Arunachal Pradesh,Changlang,911,2.147
1979,Arunachal Pradesh,Dibang Valley,38,2.158
1979,Arunachal Pradesh,East Kameng,825,1.904
1979,Arunachal Pradesh,East Siang,2248,2.002
1979,Arunachal Pradesh,Kurung Kumey,741,1.876
1979,Arunachal Pradesh,Lohit,290,2.3
1979,Arunachal Pradesh,Longding,520,1.994
1979,Arunachal Pradesh,Lower Dibang Valley,361,2.122
1979,Arunachal Pradesh,Lower Subansiri,1242,1.768
1979,Arunachal Pradesh,Namsai,1873,2.431
1979,Arunachal Pradesh,Papum Pare,1179,2.071
1979,Arunachal Pradesh,Tawang,505,1.869
1979,Arunachal Pradesh,Tirap,531,2.002
1979,Arunachal Pradesh,Upper Siang,817,1.944
1979,Arunachal Pradesh,Upper Subansiri,1798,1.871
1979,Arunachal Pradesh,West Kameng,936,1.964
1979,Arunachal Pradesh,West Siang,1272,1.896
1979,Chandigarh,Chandigarh,7225,1.987
1979,Dadra And Nagar Haveli,Dadra And Nagar Haveli,4587,2.308
1979,Daman And Diu,Daman,1784,2.332
1979,Daman And Diu,Diu,748,2.358
1979,Goa,North Goa,11014,2.408
1979,Goa,South Goa,11906,2.456
1979,Haryana,Ambala,9180,2.36
1979,Haryana,Bhiwani,10858,2.263
1979,Haryana,Faridabad,27587,2.194
1979,Haryana,Fatehabad,7633,2.355
1979,Haryana,Gurgaon,18045,2.19
1979,Haryana,Hisar,9349,2.209
1979,Haryana,Jhajjar,8307,2.191
1979,Haryana,Jind,7783,2.327
1979,Haryana,Kaithal,10628,2.376
1979,Haryana,Karnal,12255,2.302
1979,Haryana,Kurukshetra,10783,2.361
1979,Haryana,Mahendragarh,6576,2.207
1979,Haryana,Mewat,5519,2.394
1979,Haryana,Palwal,9292,2.213
1979,Haryana,Panchkula,5573,2.191
1979,Haryana,Panipat,11514,2.141
1979,Haryana,Rewari,8045,2.155
1979,Haryana,Rohtak,10016,2.14
1979,Haryana,Sirsa,13932,2.367
1979,Haryana,Sonipat,12416,2.191
1979,Haryana,Yamunanagar,6758,2.246
1979,Himachal Pradesh,Bilaspur,4915,1.934
1979,Himachal Pradesh,Chamba,5226,1.947
1979,Himachal Pradesh,Hamirpur,6514,2.038
1979,Himachal Pradesh,Kangra,18826,2.121
1979,Himachal Pradesh,Kinnaur,978,1.973
1979,Himachal Pradesh,Kullu,4837,1.793
1979,Himachal Pradesh,Lahaul And Spiti,395,2.099
1979,Himachal Pradesh,Mandi,9481,1.94
1979,Himachal Pradesh,Shimla,7621,1.922
1979,Himachal Pradesh,Sirmaur,3699,2.028
1979,Himachal Pradesh,Solan,4622,1.962
1979,Himachal Pradesh,Una,4924,2.189
1979,Madhya Pradesh,Agar Malwa,3322,2.327
1979,Madhya Pradesh,Alirajpur,3637,1.988
1979,Madhya Pradesh,Anuppur,10705,2.256
1979,Madhya Pradesh,Ashoknagar,7896,2.263
1979,Madhya Pradesh,Balaghat,26094,2.31
1979,Madhya Pradesh,Barwani,12373,2.125
1979,Madhya Pradesh,Betul,22551,2.214
1979,Madhya Pradesh,Bhind,21011,2.325
1979,Madhya Pradesh,Bhopal,34898,2.213
1979,Madhya Pradesh,Burhanpur,8891,2.303
1979,Madhya Pradesh,Chhatarpur,24384,2.142
1979,Madhya Pradesh,Chhindwara,25949,2.245
1979,Madhya Pradesh,Damoh,15028,2.375
1979,Madhya Pradesh,Datia,11141,2.189
1979,Madhya Pradesh,Dewas,23519,2.322
1979,Madhya Pradesh,Dhar,21833,2.078
1979,Madhya Pradesh,Dindori,4121,2.093
1979,Madhya Pradesh,Guna,10008,2.272
1979,Madhya Pradesh,Gwalior,39858,2.301
1979,Madhya Pradesh,Harda,7553,2.342
1979,Madhya Pradesh,Hoshangabad,16786,2.217
1979,Madhya Pradesh,Indore,55505,2.202
1979,Madhya Pradesh,Jabalpur,24682,2.115
1979,Madhya Pradesh,Jhabua,11800,1.851
1979,Madhya Pradesh,Katni,21203,1.941
1979,Madhya Pradesh,Khandwa,23428,2.319
1979,Madhya Pradesh,Khargone,27298,2.256
1979,Madhya Pradesh,Mandla,14069,2.091
1979,Madhya Pradesh,Mandsaur,18943,2.284
1979,Madhya Pradesh,Morena,20762,2.316
1979,Madhya Pradesh,Narsinghpur,7629,2.148
1979,Madhya Pradesh,Neemuch,9413,2.28
1979,Madhya Pradesh,Panna,16058,2.25
1979,Madhya Pradesh,Raisen,18137,2.357
1979,Madhya Pradesh,Rajgarh,17635,2.286
1979,Madhya Pradesh,Ratlam,20975,2.276
1979,Madhya Pradesh,Rewa,36628,2.491
1979,Madhya Pradesh,Sagar,36030,2.354
1979,Madhya Pradesh,Satna,24981,2.096
1979,Madhya Pradesh,Sehore,17832,2.237
1979,Madhya Pradesh,Seoni,13839,2.206
1979,Madhya Pradesh,Shahdol,14691,2.216
1979,Madhya Pradesh,Shajapur,7073,2.468
1979,Madhya Pradesh,Sheopur,7610,2.364
1979,Madhya Pradesh,Shivpuri,18563,2.344
1979,Madhya Pradesh,Sidhi,23144,2.529
1979,Madhya Pradesh,Singrauli,19888,2.543
1979,Madhya Pradesh,Tikamgarh,19334,2.257
1979,Madhya Pradesh,Ujjain,29138,2.371
1979,Madhya Pradesh,Umaria,9222,2.121
1979,Madhya Pradesh,Vidisha,21254,2.292
1979,Manipur,Bishnupur,3789,2.555
1979,Manipur,Chandel,429,2.438
1979,Manipur,Churachandpur,4299,2.704
1979,Manipur,Imphal East,6749,2.626
1979,Manipur,Imphal West,8240,2.553
1979,Manipur,Kamjong,146,2.521
1979,Manipur,Kangpokpi,1976,2.541
1979,Manipur,Noney,173,2.919
1979,Manipur,Senapati,2141,2.338
1979,Manipur,Tamenglong,1137,2.968
1979,Manipur,Tengnoupal,689,2.504
1979,Manipur,Thoubal,6262,2.561
1979,Manipur,Ukhrul,471,2.478
1979,Meghalaya,East Garo Hills,1945,2.398
1979,Meghalaya,East Jaintia Hills,1583,2.025
1979,Meghalaya,East Khasi Hills,10684,2.507
1979,Meghalaya,North Garo Hills,2221,2.51
1979,Meghalaya,Ri Bhoi,2775,2.364
1979,Meghalaya,South Garo Hills,1586,2.431
1979,Meghalaya,South West Garo Hills,1322,2.54
1979,Meghalaya,South West Khasi Hills,1228,2.594
1979,Meghalaya,West Garo Hills,5786,2.448
1979,Meghalaya,West Jaintia Hills,3169,2.175
1979,Meghalaya,West Khasi Hills,3612,2.577
1979,Mizoram,Aizawl,3909,3.578
1979,Mizoram,Champhai,1514,3.705
1979,Mizoram,Kolasib,828,3.564
1979,Mizoram,Lawngtlai,1010,2.922
1979,Mizoram,Lunglei,1210,3.388
1979,Mizoram,Mamit,1002,3.414
1979,Mizoram,Saiha,300,2.823
1979,Mizoram,Serchhip,668,3.629
1979,Nagaland,Dimapur,5220,2.742
1979,Nagaland,Kiphire,953,2.746
1979,Nagaland,Kohima,4079,2.93
1979,Nagaland,Longleng,964,2.039
1979,Nagaland,Mokokchung,3026,3.614
1979,Nagaland,Mon,2601,1.941
1979,Nagaland,Peren,1786,2.734
1979,Nagaland,Phek,2561,2.925
1979,Nagaland,Pughoboto,297,2.822
1979,Nagaland,Tuensang,2488,2.447
1979,Nagaland,Wokha,2272,2.773
1979,Nagaland,Zunheboto,2220,2.881
1979,Puducherry,Karaikal,3543,3.389
1979,Puducherry,Mahe,395,2.562
1979,Puducherry,Puducherry,16035,3.348
1979,Puducherry,Yanam,788,3.027
1979,Uttar Pradesh,Agra,79947,2.544
1979,Uttar Pradesh,Aligarh,41712,2.453
1979,Uttar Pradesh,Allahabad,82161,2.414
1979,Uttar Pradesh,Amethi,28803,2.636
1979,Uttar Pradesh,Auraiyya,15388,2.293
1979,Uttar Pradesh,Badaun,65842,2.538
1979,Uttar Pradesh,Bagpat,15580,2.419
1979,Uttar Pradesh,Banda,23248,2.553
1979,Uttar Pradesh,Barabanki,25909,2.412
1979,Uttar Pradesh,Bareilly,48507,2.304
1979,Uttar Pradesh,Bijnor,39200,2.402
1979,Uttar Pradesh,Bulandshahr,39988,2.375
1979,Uttar Pradesh,Chitrakoot,11172,2.391
1979,Uttar Pradesh,Etah,16990,2.283
1979,Uttar Pradesh,Etawah,17678,2.661
1979,Uttar Pradesh,Faizabad,855,2.43
1979,Uttar Pradesh,Farrukhabad,26856,2.682
1979,Uttar Pradesh,Fatehpur,26620,2.307
1979,Uttar Pradesh,Firozabad,34600,2.483
1979,Uttar Pradesh,Gautam Buddh Nagar,28937,2.325
1979,Uttar Pradesh,Ghaziabad,67872,2.217
1979,Uttar Pradesh,Hamirpur,11485,2.42
1979,Uttar Pradesh,Hardoi,43741,2.356
1979,Uttar Pradesh,Hathras,22040,2.631
1979,Uttar Pradesh,Jalaun,21368,2.302
1979,Uttar Pradesh,Jhansi,39849,2.567
1979,Uttar Pradesh,Kannauj,26680,2.482
1979,Uttar Pradesh,Kanpur Rural,20600,2.257
1979,Uttar Pradesh,Kanpur Urban,72130,2.228
1979,Uttar Pradesh,Kasganj,11860,2.391
1979,Uttar Pradesh,Kaushambi,30632,2.463
1979,Uttar Pradesh,Kheri,44325,2.376
1979,Uttar Pradesh,Lalitpur,11325,2.556
1979,Uttar Pradesh,Lucknow,64185,2.103
1979,Uttar Pradesh,Mahoba,17456,2.526
1979,Uttar Pradesh,Mainpuri,18672,2.22
1979,Uttar Pradesh,Mathura,25165,2.193
1979,Uttar Pradesh,Mau,40,2.284
1979,Uttar Pradesh,Meerut,44823,2.353
1979,Uttar Pradesh,Moradabad,37773,2.428
1979,Uttar Pradesh,Muzaffarnagar,30287,2.559
1979,Uttar Pradesh,Pilibhit,18986,2.429
1979,Uttar Pradesh,Pratapgarh,42598,2.638
1979,Uttar Pradesh,Rae Bareli,29199,2.229
1979,Uttar Pradesh,Rampur,25855,2.396
1979,Uttar Pradesh,Saharanpur,37403,2.514
1979,Uttar Pradesh,Sambhal,27804,2.497
1979,Uttar Pradesh,Shahjahanpur,36650,2.397
1979,Uttar Pradesh,Shamli,14480,2.461
1979,Uttar Pradesh,Sitapur,92531,2.435
1979,Uttar Pradesh,Sultanpur,54633,2.597
1979,Uttar Pradesh,Unnao,35768,2.284
1979,Uttarakhand,Bageshwar,2776,1.99
1979,Uttarakhand,Chamoli,103,2.025
1979,Uttarakhand,Dehradun,25803,2.028
1979,Uttarakhand,Haridwar,17931,2.227
1979,Uttarakhand,Nainital,8927,1.952
1979,Uttarakhand,Pauri Garhwal,12275,2.036
1979,Uttarakhand,Udham Singh Nagar,381,2.134
1979,Uttarakhand,Uttarkashi,3269,2.26
1980,Andaman And Nicobar Islands,Nicobar,608,2.321
1980,Andaman And Nicobar Islands,North And Middle Andaman,1599,2.448
1980,Andaman And Nicobar Islands,South Andaman,3367,2.444
1980,Andhra Pradesh,Anantapur,52973,3.348
1980,Andhra Pradesh,Chittoor,26369,3.049
1980,Andhra Pradesh,East Godavari,70374,3.504
1980,Andhra Pradesh,Guntur,58388,3.303
1980,Andhra Pradesh,Kadapa,36672,3.215
1980,Andhra Pradesh,Krishna,46635,3.22
1980,Andhra Pradesh,Kurnool,37567,3.109
1980,Andhra Pradesh,Nellore,39175,3.194
1980,Andhra Pradesh,Prakasam,34710,3.379
1980,Andhra Pradesh,Srikakulam,37333,3.294
1980,Andhra Pradesh,Visakhapatnam,72435,3.211
1980,Andhra Pradesh,Vizianagaram,36437,3.324
1980,Andhra Pradesh,West Godavari,48135,3.482
1980,Arunachal Pradesh,Anjaw,178,2.573
1980,Arunachal Pradesh,Changlang,1532,2.153
1980,Arunachal Pradesh,Dibang Valley,111,2.189
1980,Arunachal Pradesh,East Kameng,1215,1.895
1980,Arunachal Pradesh,East Siang,1001,2.043
1980,Arunachal Pradesh,Kurung Kumey,1193,1.873
1980,Arunachal Pradesh,Lohit,403,2.313
1980,Arunachal Pradesh,Longding,904,1.975
1980,Arunachal Pradesh,Lower Dibang Valley,605,2.155
1980,Arunachal Pradesh,Lower Subansiri,938,1.862
1980,Arunachal Pradesh,Namsai,789,2.408
1980,Arunachal Pradesh,Papum Pare,3050,2.007
1980,Arunachal Pradesh,Tawang,638,1.897
1980,Arunachal Pradesh,Tirap,1018,2.006
1980,Arunachal Pradesh,Upper Siang,358,2.006
1980,Arunachal Pradesh,Upper Subansiri,732,1.87
1980,Arunachal Pradesh,West Kameng,1078,1.941
1980,Arunachal Pradesh,West Siang,2816,1.893
1980,Chandigarh,Chandigarh,7760,2.076
1980,Dadra And Nagar Haveli,Dadra And Nagar Haveli,5355,2.307
1980,Daman And Diu,Daman,2012,2.322
1980,Daman And Diu,Diu,699,2.33
1980,Goa,North Goa,12986,2.41
1980,Goa,South Goa,14711,2.448
1980,Haryana,Ambala,12342,2.395
1980,Haryana,Bhiwani,17461,2.216
1980,Haryana,Faridabad,28346,2.136
1980,Haryana,Fatehabad,11015,2.399
1980,Haryana,Gurgaon,19255,2.13
1980,Haryana,Hisar,13602,2.165
1980,Haryana,Jhajjar,12509,2.138
1980,Haryana,Jind,13158,2.243
1980,Haryana,Kaithal,11419,2.398
1980,Haryana,Karnal,18031,2.278
1980,Haryana,Kurukshetra,12761,2.413
1980,Haryana,Mahendragarh,10044,2.15
1980,Haryana,Mewat,7150,2.488
1980,Haryana,Palwal,11832,2.235
1980,Haryana,Panchkula,7129,2.203
1980,Haryana,Panipat,14165,2.233
1980,Haryana,Rewari,10632,2.118
1980,Haryana,Rohtak,14343,2.149
1980,Haryana,Sirsa,16875,2.503
1980,Haryana,Sonipat,10795,2.166
1980,Haryana,Yamunanagar,8489,2.353
1980,Himachal Pradesh,Bilaspur,5337,2.015
1980,Himachal Pradesh,Chamba,5683,2.001
1980,Himachal Pradesh,Hamirpur,7305,1.98
1980,Himachal Pradesh,Kangra,21521,2.051
1980,Himachal Pradesh,Kinnaur,1018,1.931
1980,Himachal Pradesh,Kullu,5034,1.886
1980,Himachal Pradesh,Lahaul And Spiti,425,2.02
1980,Himachal Pradesh,Mandi,10489,1.847
1980,Himachal Pradesh,Shimla,8511,1.976
1980,Himachal Pradesh,Sirmaur,3692,2.017
1980,Himachal Pradesh,Solan,5184,2.045
1980,Himachal Pradesh,Una,5868,2.165
1980,Madhya Pradesh,Agar Malwa,4560,2.204
1980,Madhya Pradesh,Alirajpur,3199,1.99
1980,Madhya Pradesh,Anuppur,10752,2.344
1980,Madhya Pradesh,Ashoknagar,12315,2.231
1980,Madhya Pradesh,Balaghat,33734,2.365
1980,Madhya Pradesh,Barwani,18386,2.141
1980,Madhya Pradesh,Betul,18411,2.236
1980,Madhya Pradesh,Bhind,19205,2.246
1980,Madhya Pradesh,Bhopal,43094,2.253
1980,Madhya Pradesh,Burhanpur,9406,2.345
1980,Madhya Pradesh,Chhatarpur,10414,2.341
1980,Madhya Pradesh,Chhindwara,33367,2.272
1980,Madhya Pradesh,Damoh,19512,2.301
1980,Madhya Pradesh,Datia,7688,2.147
1980,Madhya Pradesh,Dewas,16625,2.309
1980,Madhya Pradesh,Dhar,18058,2.11
1980,Madhya Pradesh,Dindori,5154,2.049
1980,Madhya Pradesh,Guna,15513,2.216
1980,Madhya Pradesh,Gwalior,21255,2.167
1980,Madhya Pradesh,Harda,9820,2.239
1980,Madhya Pradesh,Hoshangabad,19167,2.268
1980,Madhya Pradesh,Indore,51251,2.188
1980,Madhya Pradesh,Jabalpur,25494,2.0
1980,Madhya Pradesh,Jhabua,13566,1.927
1980,Madhya Pradesh,Katni,18145,2.02
1980,Madhya Pradesh,Khandwa,10392,2.245
1980,Madhya Pradesh,Khargone,14765,2.058
1980,Madhya Pradesh,Mandla,14764,2.153
1980,Madhya Pradesh,Mandsaur,10273,2.385
1980,Madhya Pradesh,Morena,18112,2.405
1980,Madhya Pradesh,Narsinghpur,11722,2.218
1980,Madhya Pradesh,Neemuch,8782,2.327
1980,Madhya Pradesh,Panna,8207,2.18
1980,Madhya Pradesh,Raisen,20645,2.242
1980,Madhya Pradesh,Rajgarh,24801,2.276
1980,Madhya Pradesh,Ratlam,11152,2.292
1980,Madhya Pradesh,Rewa,20587,2.351
1980,Madhya Pradesh,Sagar,21936,2.328
1980,Madhya Pradesh,Satna,20970,2.093
1980,Madhya Pradesh,Sehore,18040,2.239
1980,Madhya Pradesh,Seoni,16614,2.263
1980,Madhya Pradesh,Shahdol,14455,2.202
1980,Madhya Pradesh,Shajapur,5534,2.301
1980,Madhya Pradesh,Sheopur,9104,2.397
1980,Madhya Pradesh,Shivpuri,28646,2.276
1980,Madhya Pradesh,Sidhi,17929,2.468
1980,Madhya Pradesh,Singrauli,8480,2.583
1980,Madhya Pradesh,Tikamgarh,17710,2.326
1980,Madhya Pradesh,Ujjain,16257,2.317
1980,Madhya Pradesh,Umaria,4545,2.13
1980,Madhya Pradesh,Vidisha,13863,2.229
1980,Manipur,Bishnupur,3099,2.54
1980,Manipur,Chandel,485,2.518
1980,Manipur,Churachandpur,3578,2.7
1980,Manipur,Imphal East,5507,2.621
1980,Manipur,Imphal West,7304,2.574
1980,Manipur,Kamjong,185,2.557
1980,Manipur,Kangpokpi,1895,2.538
1980,Manipur,Noney,166,3.0
1980,Manipur,Senapati,2369,2.314
1980,Manipur,Tamenglong,863,3.014
1980,Manipur,Tengnoupal,563,2.56
1980,Manipur,Thoubal,4954,2.568
1980,Manipur,Ukhrul,524,2.431
1980,Meghalaya,East Garo Hills,1886,2.371
1980,Meghalaya,East Jaintia Hills,2007,1.97
1980,Meghalaya,East Khasi Hills,11631,2.519
1980,Meghalaya,North Garo Hills,2260,2.541
1980,Meghalaya,Ri Bhoi,3480,2.355
1980,Meghalaya,South Garo Hills,1712,2.44
1980,Meghalaya,South West Garo Hills,1219,2.477
1980,Meghalaya,South West Khasi Hills,1311,2.636
1980,Meghalaya,West Garo Hills,5641,2.431
1980,Meghalaya,West Jaintia Hills,2922,2.205
1980,Meghalaya,West Khasi Hills,3754,2.615
1980,Mizoram,Aizawl,5442,3.576
1980,Mizoram,Champhai,1563,3.693
1980,Mizoram,Kolasib,806,3.581
1980,Mizoram,Lawngtlai,1105,2.868
1980,Mizoram,Lunglei,1066,3.371
1980,Mizoram,Mamit,1194,3.406
1980,Mizoram,Saiha,335,2.922
1980,Mizoram,Serchhip,719,3.683
1980,Nagaland,Dimapur,4099,2.756
1980,Nagaland,Kiphire,1460,2.761
1980,Nagaland,Kohima,3304,2.954
1980,Nagaland,Longleng,587,2.056
1980,Nagaland,Mokokchung,3374,3.627
1980,Nagaland,Mon,2700,1.948
1980,Nagaland,Peren,1261,2.75
1980,Nagaland,Phek,2845,2.98
1980,Nagaland,Pughoboto,627,2.88
1980,Nagaland,Tuensang,3423,2.382
1980,Nagaland,Wokha,2493,2.794
1980,Nagaland,Zunheboto,2377,2.885
1980,Puducherry,Karaikal,3147,3.399
1980,Puducherry,Mahe,447,2.582
1980,Puducherry,Puducherry,17233,3.343
1980,Puducherry,Yanam,847,3.104
1980,Uttar Pradesh,Agra,56491,2.492
1980,Uttar Pradesh,Aligarh,33168,2.577
1980,Uttar Pradesh,Allahabad,80009,2.487
1980,Uttar Pradesh,Amethi,21661,2.498
1980,Uttar Pradesh,Auraiyya,11944,2.392
1980,Uttar Pradesh,Badaun,48314,2.536
1980,Uttar Pradesh,Bagpat,13499,2.399
1980,Uttar Pradesh,Banda,30432,2.67
1980,Uttar Pradesh,Barabanki,16154,2.286
1980,Uttar Pradesh,Bareilly,39514,2.351
1980,Uttar Pradesh,Bijnor,33784,2.322
1980,Uttar Pradesh,Bulandshahr,27573,2.314
1980,Uttar Pradesh,Chitrakoot,9755,2.453
1980,Uttar Pradesh,Etah,15245,2.232
1980,Uttar Pradesh,Etawah,18393,2.605
1980,Uttar Pradesh,Faizabad,643,2.446
1980,Uttar Pradesh,Farrukhabad,23105,2.638
1980,Uttar Pradesh,Fatehpur,23860,2.23
1980,Uttar Pradesh,Firozabad,25640,2.342
1980,Uttar Pradesh,Gautam Buddh Nagar,26645,2.247
1980,Uttar Pradesh,Ghaziabad,55046,2.186
1980,Uttar Pradesh,Hamirpur,9425,2.573
1980,Uttar Pradesh,Hardoi,39165,2.409
1980,Uttar Pradesh,Hathras,17561,2.67
1980,Uttar Pradesh,Jalaun,22224,2.309
1980,Uttar Pradesh,Jhansi,27888,2.45
1980,Uttar Pradesh,Kannauj,14635,2.477
